variant,lgbm,xgb,cat,mean,worst,recent,2016_may_aug,2016_sep_dec,2017_jan_apr
drop_start_week,3,4,1,0.9178267715323655,0.9161053466770254,0.9161053466770254,0.9190982529675927,0.9182767149524786,0.9161053466770254
drop_start_week,3,4,2,0.9182685980851132,0.9162049118495339,0.9162049118495339,0.9199588465938282,0.9186420358119772,0.9162049118495339
drop_start_week,3,4,3,0.9184868283591247,0.9161842688117898,0.9161842688117898,0.920536440862716,0.9187397754028682,0.9161842688117898
drop_start_week,3,4,4,0.9185722337147268,0.9160988796358538,0.9160988796358538,0.9209125226304092,0.9187052988779177,0.9160988796358538
drop_start_week,4,0,1,0.9158634650756571,0.9151486335066279,0.9151486335066279,0.916227155592326,0.9162146061280173,0.9151486335066279
drop_start_week,4,0,2,0.9167733904489666,0.9154245050638599,0.9154245050638599,0.9180236715501404,0.9168719947328992,0.9154245050638599
drop_start_week,4,0,3,0.9171806313591877,0.9154205672870341,0.9154205672870341,0.9190503020652466,0.9170710247252823,0.9154205672870341
drop_start_week,4,0,4,0.9173413990090195,0.91532474300251,0.91532474300251,0.9196686609606647,0.9170307930638834,0.91532474300251
drop_start_week,4,1,0,0.91539420505995,0.9149905469123709,0.9149905469123709,0.9150768956950434,0.9161151725724356,0.9149905469123709
drop_start_week,4,1,1,0.9167939889905657,0.9156464442238752,0.9156464442238752,0.917439102989974,0.917296419757848,0.9156464442238752
drop_start_week,4,1,2,0.9174484625806151,0.915809952833915,0.915809952833915,0.9188019939774346,0.9177334409304957,0.915809952833915
drop_start_week,4,1,3,0.917735728273263,0.9157762545514642,0.9157762545514642,0.9195964378287933,0.9178344924395316,0.9157762545514642
drop_start_week,4,1,4,0.9178454699507,0.915665330407343,0.915665330407343,0.9201121856089125,0.917758893835845,0.915665330407343
drop_start_week,4,2,0,0.9162068532192111,0.9154228996625385,0.9154228996625385,0.916275975631275,0.9169216843638198,0.9154228996625385
drop_start_week,4,2,1,0.9172530033173322,0.9158710489558954,0.9158710489558954,0.9180954919113908,0.91779246908471,0.9158710489558954
drop_start_week,4,2,2,0.9177945138914572,0.9160069022563826,0.9160069022563826,0.9192042770339428,0.918172362384046,0.9160069022563826
drop_start_week,4,2,3,0.9180537584633637,0.9159919538497403,0.9159919538497403,0.9198954950148445,0.9182738265255064,0.9159919538497403
drop_start_week,4,2,4,0.918157462837585,0.9158922978054588,0.9158922978054588,0.9203565401851033,0.918223550522193,0.9158922978054588
drop_start_week,4,3,0,0.9166187694025942,0.9156065818061625,0.9156065818061625,0.9169551634896826,0.9172945629119376,0.9156065818061625
drop_start_week,4,3,1,0.9175018905898917,0.9159817610658798,0.9159817610658798,0.9184659560888446,0.9180579546149507,0.9159817610658798
drop_start_week,4,3,2,0.9179751387294184,0.9161074518730975,0.9161074518730975,0.9194276451409371,0.9183903191742208,0.9161074518730975
drop_start_week,4,3,3,0.9182173475801548,0.9161102386074664,0.9161102386074664,0.9200451560982058,0.9184966480347925,0.9161102386074664
drop_start_week,4,3,4,0.918340816699157,0.9160453258710242,0.9160453258710242,0.9204858295544263,0.9184912946720206,0.9160453258710242
drop_start_week,4,4,0,0.9168435923790348,0.9157144768911869,0.9157144768911869,0.9173770445166679,0.9174392557292493,0.9157144768911869
drop_start_week,4,4,1,0.9176253204083397,0.9160276664564904,0.9160276664564904,0.9186823499045603,0.9181659448639686,0.9160276664564904
drop_start_week,4,4,2,0.9180613387128433,0.9161600666296073,0.9161600666296073,0.9195320793232571,0.9184918701856655,0.9161600666296073
drop_start_week,4,4,3,0.9183015543050619,0.91617065319115,0.91617065319115,0.9201172096424475,0.9186168000815883,0.91617065319115
drop_start_week,4,4,4,0.9184344505776775,0.9161252778858815,0.9161252778858815,0.9205422492390392,0.9186358246081121,0.9161252778858815
