variant,lgbm,xgb,cat,mean,worst,recent,2016_may_aug,2016_sep_dec,2017_jan_apr
add_assigned_lab,1,0,1,0.9171648207322374,0.9148018819665331,0.9148018819665331,0.9199338748153296,0.9167587054148494,0.9148018819665331
add_assigned_lab,1,0,2,0.916740450451517,0.914122994096485,0.914122994096485,0.9200957356088151,0.916002621649251,0.914122994096485
add_assigned_lab,1,0,3,0.9162934345655543,0.9135898796954657,0.9135898796954657,0.9199307162457234,0.9153597077554742,0.9135898796954657
add_assigned_lab,1,0,4,0.9159504448594226,0.913193860509163,0.913193860509163,0.9197401951427898,0.9149172789263147,0.913193860509163
add_assigned_lab,1,1,0,0.9169027129554074,0.9151003957405128,0.9151003957405128,0.9184576992911152,0.9171500438345939,0.9151003957405128
add_assigned_lab,1,1,1,0.9180491374089664,0.9154664423870537,0.9154664423870537,0.9206970827451115,0.9179838870947343,0.9154664423870537
add_assigned_lab,1,1,2,0.9178117081343026,0.915011189950115,0.915011189950115,0.9209883706978691,0.9174355637549236,0.915011189950115
add_assigned_lab,1,1,3,0.9174176006819469,0.914533840527066,0.914533840527066,0.9208708994665028,0.9168480620522721,0.914533840527066
add_assigned_lab,1,1,4,0.9170597700344084,0.9141564197636171,0.9141564197636171,0.9206816820684739,0.9163412082711344,0.9141564197636171
add_assigned_lab,1,2,0,0.9169223828802296,0.9150983511256227,0.9150983511256227,0.9185887057351907,0.9170800917798757,0.9150983511256227
add_assigned_lab,1,2,1,0.9179931533560137,0.9155040481557393,0.9155040481557393,0.9205042404114943,0.9179711715008075,0.9155040481557393
add_assigned_lab,1,2,2,0.9180571391781324,0.9152970271117752,0.9152970271117752,0.9210281813939815,0.9178462090286407,0.9152970271117752
add_assigned_lab,1,2,3,0.9178574989340952,0.91497673440289,0.91497673440289,0.9211210094228823,0.9174747529765132,0.91497673440289
add_assigned_lab,1,2,4,0.9175938160808252,0.914658228838872,0.914658228838872,0.921056820504976,0.9170663988986276,0.914658228838872
add_assigned_lab,1,3,0,0.9167945561271639,0.9150317875519727,0.9150317875519727,0.918476671907207,0.9168752089223118,0.9150317875519727
add_assigned_lab,1,3,1,0.9177870454409023,0.9154217940559684,0.9154217940559684,0.9201700891852866,0.917769253081452,0.9154217940559684
