variant,lgbm_weight,xgb_weight,cat_weight,mean_auc,worst_auc,recent_auc,auc_2016_may_aug,auc_2016_sep_dec,auc_2017_jan_apr
half_life_720d,4,2,4,0.917827607440449,0.9157548996848325,0.9157548996848325,0.9198294830299171,0.9178984396065972,0.9157548996848325
half_life_720d,4,3,0,0.9155259031747717,0.9143440245387712,0.9143440245387712,0.9166312299181748,0.9156024550673694,0.9143440245387712
half_life_720d,4,3,1,0.9165651968142421,0.915073558276916,0.915073558276916,0.9179999080835047,0.9166221240823056,0.915073558276916
half_life_720d,4,3,2,0.9171767292393924,0.9154547199283494,0.9154547199283494,0.918887201162218,0.9171882666276099,0.9154547199283494
half_life_720d,4,3,3,0.9175587003448387,0.9156678899622798,0.9156678899622798,0.919462463601195,0.9175457474710411,0.9156678899622798
half_life_720d,4,3,4,0.9177863271759081,0.9157818431654976,0.9157818431654976,0.9198290272631616,0.9177481110990652,0.9157818431654976
half_life_720d,4,4,0,0.9155944088024685,0.9144367743283122,0.9144367743283122,0.9168743019879146,0.9154721500911787,0.9144367743283122
half_life_720d,4,4,1,0.916501223941007,0.9150535967774689,0.9150535967774689,0.9180592531547328,0.9163908218908191,0.9150535967774689
half_life_720d,4,4,2,0.9170889379511471,0.9154315627715551,0.9154315627715551,0.9188592404017429,0.9169760106801433,0.9154315627715551
half_life_720d,4,4,3,0.9174598820676226,0.9156370541406752,0.9156370541406752,0.9194044964294597,0.9173380956327333,0.9156370541406752
half_life_720d,4,4,4,0.917698483909753,0.9157540212576945,0.9157540212576945,0.9197858884098132,0.9175555420617514,0.9157540212576945
half_life_365d,0,1,1,0.9182555214102585,0.9145945883072504,0.9145945883072504,0.9218141352646199,0.9183578406589054,0.9145945883072504
half_life_365d,0,1,2,0.9181202524526911,0.9141635077619034,0.9141635077619034,0.9215966073316293,0.9186006422645407,0.9141635077619034
half_life_365d,0,1,3,0.9178295768729434,0.9138202699303607,0.9138202699303607,0.9212014787532562,0.9184669819352131,0.9138202699303607
half_life_365d,0,1,4,0.9176022334321156,0.9135580745749504,0.9135580745749504,0.9208947159292729,0.9183539097921236,0.9135580745749504
half_life_365d,0,2,1,0.9178064488896932,0.9146111269699183,0.9146111269699183,0.9213593648366664,0.9174488548624952,0.9146111269699183
half_life_365d,0,2,2,0.9182555214102585,0.9145945883072504,0.9145945883072504,0.9218141352646199,0.9183578406589054,0.9145945883072504
half_life_365d,0,2,3,0.9182440282995895,0.9143908689377017,0.9143908689377017,0.9217695231187369,0.9185716928423302,0.9143908689377017
half_life_365d,0,2,4,0.9181202524526911,0.9141635077619034,0.9141635077619034,0.9215966073316293,0.9186006422645407,0.9141635077619034
half_life_365d,0,3,1,0.9173644595801748,0.9144661107656639,0.9144661107656639,0.9208563573272412,0.9167709106476192,0.9144661107656639
half_life_365d,0,3,2,0.9180555663636915,0.914652685660725,0.914652685660725,0.9216286911913557,0.917885322238994,0.914652685660725
half_life_365d,0,3,3,0.9182553412882207,0.9145941188030903,0.9145941188030903,0.921814368447611,0.9183575366139608,0.9145941188030903
half_life_365d,0,3,4,0.918269196489088,0.9144658532956405,0.9144658532956405,0.9218028258895529,0.9185389102820704,0.9144658532956405
half_life_365d,0,4,1,0.9170299591917788,0.9143149758620338,0.9143149758620338,0.9204819714358466,0.9162929302774558,0.9143149758620338
half_life_365d,0,4,2,0.9178064488896932,0.9146111269699183,0.9146111269699183,0.9213593648366664,0.9174488548624952,0.9146111269699183
half_life_365d,0,4,3,0.9181338691224933,0.9146611215903094,0.9146611215903094,0.9216933464752439,0.9180471393019267,0.9146611215903094
half_life_365d,0,4,4,0.9182555214102585,0.9145945883072504,0.9145945883072504,0.9218141352646199,0.9183578406589054,0.9145945883072504
half_life_365d,1,0,1,0.9177498688162841,0.9146936536850079,0.9146936536850079,0.9198695481074741,0.9186864046563702,0.9146936536850079
half_life_365d,1,0,2,0.9179068064211066,0.9143743302750338,0.9143743302750338,0.920429696048939,0.9189163929393468,0.9143743302750338
half_life_365d,1,0,3,0.9177168875288548,0.914002270946186,0.914002270946186,0.9204032085809984,0.9187451830593801,0.914002270946186
half_life_365d,1,0,4,0.9175174109441974,0.9137305794905074,0.9137305794905074,0.9202674430840596,0.9185542102580248,0.9137305794905074
half_life_365d,1,1,0,0.9159011094745656,0.9139729950900163,0.9139729950900163,0.9178477985787369,0.9158825347549433,0.9139729950900163
half_life_365d,1,1,1,0.9181150781607896,0.9150054801737176,0.9150054801737176,0.9207642500457675,0.9185755042628839,0.9150054801737176
half_life_365d,1,1,2,0.9184317928160425,0.9148829850238472,0.9148829850238472,0.9213367460865323,0.9190756473377477,0.9148829850238472
half_life_365d,1,1,3,0.9183597828436119,0.9146339963660984,0.9146339963660984,0.9213495075556801,0.9190958446090572,0.9146339963660984
half_life_365d,1,1,4,0.918199245140679,0.914381069931524,0.914381069931524,0.9212196246296525,0.9189970408608606,0.914381069931524
half_life_365d,1,2,0,0.9160409447053842,0.9140191428053547,0.9140191428053547,0.9184650657537876,0.9156386255570104,0.9140191428053547
half_life_365d,1,2,1,0.9178553762180047,0.914896918695692,0.914896918695692,0.9207179208251319,0.9179512891331905,0.914896918695692
half_life_365d,1,2,2,0.9183586821835243,0.9149741597026578,0.9149741597026578,0.9213944270791422,0.918707459768773,0.9149741597026578
half_life_365d,1,2,3,0.9184637181689554,0.9148468786394145,0.9148468786394145,0.9216013875829464,0.9189428882845054,0.9148468786394145
half_life_365d,1,2,4,0.9184190287498827,0.9146658620677957,0.9146658620677957,0.9215873966034819,0.9190038275783706,0.9146658620677957
half_life_365d,1,3,0,0.9159755455887669,0.91394350719971,0.91394350719971,0.9186179490021167,0.9153651805644741,0.91394350719971
half_life_365d,1,3,1,0.9175290247375658,0.9147084052028088,0.9147084052028088,0.9204918393160599,0.9173868296938285,0.9147084052028088
half_life_365d,1,3,2,0.9181588947914273,0.9149201667242592,0.9149201667242592,0.9212764364856592,0.9182800811643635,0.9149201667242592
half_life_365d,1,3,3,0.9183958712075567,0.9149273455943183,0.9149273455943183,0.9215720065260713,0.9186882615022809,0.9149273455943183
half_life_365d,1,3,4,0.9184487701667056,0.9148035328037408,0.9148035328037408,0.9216900713141422,0.9188527063822335,0.9148035328037408
half_life_365d,1,4,0,0.9158956690052357,0.9138750504641245,0.9138750504641245,0.9186554702652258,0.9151564862863568,0.9138750504641245
half_life_365d,1,4,1,0.9172669081077857,0.9145769743286031,0.9145769743286031,0.9202792188251089,0.9169445311696452,0.9145769743286031
half_life_365d,1,4,2,0.9179406617240679,0.9148322634292729,0.9148322634292729,0.9211088733081196,0.9178808484348113,0.9148322634292729
half_life_365d,1,4,3,0.9182445080862184,0.9148948437902109,0.9148948437902109,0.9214632160615087,0.9183754644069352,0.9148948437902109
half_life_365d,1,4,4,0.9183874260412487,0.914870762770392,0.914870762770392,0.9216449080084621,0.9186466073448919,0.914870762770392
half_life_365d,2,0,1,0.9168901851107814,0.9144733805074958,0.9144733805074958,0.9185110346007097,0.9176861402241385,0.9144733805074958
half_life_365d,2,0,2,0.9177498688162841,0.9146936536850079,0.9146936536850079,0.9198695481074741,0.9186864046563702,0.9146936536850079
half_life_365d,2,0,3,0.9179234987996449,0.9145762927903063,0.9145762927903063,0.92028351151199,0.9189106920966384,0.9145762927903063
half_life_365d,2,0,4,0.9179068064211066,0.9143743302750338,0.9143743302750338,0.920429696048939,0.9189163929393468,0.9143743302750338
half_life_365d,2,1,0,0.9153770608178288,0.9137227039368561,0.9137227039368561,0.9168409886178719,0.9155674898987581,0.9137227039368561
half_life_365d,2,1,1,0.9174679247949262,0.9148084095888864,0.9148084095888864,0.9195937562243961,0.918001608571496,0.9148084095888864
half_life_365d,2,1,2,0.9181159884341364,0.9149737053437934,0.9149737053437934,0.9205665956631524,0.9188076642954636,0.9149737053437934
half_life_365d,2,1,3,0.9183071038185662,0.9148729436929416,0.9148729436929416,0.920960102559815,0.919088265202942,0.9148729436929416
half_life_365d,2,1,4,0.9183095417657022,0.9147279880698691,0.9147279880698691,0.9210710870643388,0.9191295501628987,0.9147279880698691
half_life_365d,2,2,0,0.9159011094745656,0.9139729950900163,0.9139729950900163,0.9178477985787369,0.9158825347549433,0.9139729950900163
half_life_365d,2,2,1,0.9174845933287075,0.914781769014131,0.914781769014131,0.9198991093512061,0.9177729016207854,0.914781769014131
half_life_365d,2,2,2,0.9181150781607896,0.9150054801737176,0.9150054801737176,0.9207642500457675,0.9185755042628839,0.9150054801737176
half_life_365d,2,2,3,0.9183549665271254,0.9149851248965879,0.9149851248965879,0.921160862515902,0.9189189121688863,0.9149851248965879
half_life_365d,2,2,4,0.9184317928160425,0.9148829850238472,0.9148829850238472,0.9213367460865323,0.9190756473377477,0.9148829850238472
half_life_365d,2,3,0,0.9160198099500517,0.9140185067029444,0.9140185067029444,0.9182714496766091,0.9157694734706017,0.9140185067029444
half_life_365d,2,3,1,0.917367995950189,0.9147171591835983,0.9147171591835983,0.9199443044545668,0.9174425242124019,0.9147171591835983
half_life_365d,2,3,2,0.9180045794067994,0.9149672685932131,0.9149672685932131,0.9207780290406944,0.9182684405864906,0.9149672685932131
half_life_365d,2,3,3,0.9182918787593296,0.9150019058839836,0.9150019058839836,0.9211923316204701,0.9186813987735348,0.9150019058839836
half_life_365d,2,3,4,0.9184258378064262,0.9149610438767691,0.9149610438767691,0.9214014013704207,0.9189150681720888,0.9149610438767691
half_life_365d,2,4,0,0.9160409447053842,0.9140191428053547,0.9140191428053547,0.9184650657537876,0.9156386255570104,0.9140191428053547
half_life_365d,2,4,1,0.9172135248261023,0.9146310581787745,0.9146310581787745,0.919892113861474,0.9171174024380582,0.9146310581787745
half_life_365d,2,4,2,0.9178553762180047,0.914896918695692,0.914896918695692,0.9207179208251319,0.9179512891331905,0.914896918695692
half_life_365d,2,4,3,0.918189142817598,0.9149850643154059,0.9149850643154059,0.9211552555248894,0.9184271086124987,0.9149850643154059
half_life_365d,2,4,4,0.9183586821835243,0.9149741597026578,0.9149741597026578,0.9213944270791422,0.918707459768773,0.9149741597026578
half_life_365d,3,0,1,0.9161993546212025,0.9141839084749197,0.9141839084749197,0.9175327895562511,0.9168813658324368,0.9141839084749197
half_life_365d,3,0,2,0.9173301336709517,0.9146416750309085,0.9146416750309085,0.9191482177230437,0.9182005082589031,0.9146416750309085
half_life_365d,3,0,3,0.9177497226346665,0.9146934870867576,0.9146934870867576,0.9198691241383994,0.9186865566788424,0.9146934870867576
half_life_365d,3,0,4,0.9178996533409832,0.9146239853257838,0.9146239853257838,0.9201952517498688,0.918879722947297,0.9146239853257838
half_life_365d,3,1,0,0.9149663491809054,0.9135043996477568,0.9135043996477568,0.9161555048187054,0.9152391430762539,0.9135043996477568
half_life_365d,3,1,1,0.9168744870587623,0.9145308569038557,0.9145308569038557,0.9186680621467437,0.9174245421256877,0.9145308569038557
half_life_365d,3,1,2,0.9176992022341066,0.9148685818478425,0.9148685818478425,0.9198439721730441,0.9183850526814332,0.9148685818478425
half_life_365d,3,1,3,0.9180590013913066,0.9149193337330076,0.9149193337330076,0.920420209740893,0.9188374607000191,0.9149193337330076
half_life_365d,3,1,4,0.9182071385479956,0.9148585253716413,0.9148585253716413,0.9207219909282489,0.9190408993440968,0.9148585253716413
half_life_365d,3,2,0,0.915627724698357,0.9138320075343604,0.9138320075343604,0.9172901520548128,0.9157610145058974,0.9138320075343604
half_life_365d,3,2,1,0.9170836281167746,0.9146210622837555,0.9146210622837555,0.9191788388894622,0.9174509831771063,0.9146210622837555
half_life_365d,3,2,2,0.9177947573441271,0.9149269821072268,0.9149269821072268,0.920152059900386,0.9183052300247683,0.9149269821072268
half_life_365d,3,2,3,0.9181295470340399,0.9149924552196019,0.9149924552196019,0.9206556503672886,0.9187405355152294,0.9149924552196019
half_life_365d,3,2,4,0.918302728873277,0.9149588175183331,0.9149588175183331,0.9209654021732485,0.9189839669282496,0.9149588175183331
half_life_365d,3,3,0,0.9159013246679844,0.9139732828506306,0.9139732828506306,0.9178478197771907,0.9158828713761317,0.9139732828506306
half_life_365d,3,3,1,0.9171087079197505,0.9146098850556886,0.9146098850556886,0.9193955930788914,0.9173206456246716,0.9146098850556886
half_life_365d,3,3,2,0.9177687789079987,0.9149041581469329,0.9149041581469329,0.9202790280390252,0.9181231505380378,0.9149041581469329
half_life_365d,3,3,3,0.9181149002879353,0.9150050106695578,0.9150050106695578,0.92076420764886,0.9185754825453879,0.9150050106695578
half_life_365d,3,3,4,0.9182954003085392,0.9149962415434728,0.9149962415434728,0.9210572656725045,0.9188326937096402,0.9149962415434728
half_life_365d,3,4,0,0.9159985864633294,0.9140101464998376,0.9140101464998376,0.9181643974852529,0.9158212154048976,0.9140101464998376
half_life_365d,3,4,1,0.9170609455047302,0.914591286632835,0.914591286632835,0.9194810970420272,0.917110452839328,0.914591286632835
half_life_365d,3,4,2,0.9176840207429043,0.9148542846889061,0.9148542846889061,0.9202997071306426,0.9178980704091645,0.9148542846889061
half_life_365d,3,4,3,0.9180525554217837,0.9149936062620587,0.9149936062620587,0.9207868581966747,0.9183772018066176,0.9149936062620587
half_life_365d,3,4,4,0.9182554943012677,0.9150169603076943,0.9150169603076943,0.9210861167680362,0.9186634058280725,0.9150169603076943
half_life_365d,4,0,1,0.9157014436826438,0.9139331629628947,0.9139331629628947,0.9168514818524701,0.9163196862325669,0.9139331629628947
half_life_365d,4,0,2,0.9168901851107814,0.9144733805074958,0.9144733805074958,0.9185110346007097,0.9176861402241385,0.9144733805074958
half_life_365d,4,0,3,0.9174758232997159,0.9146785083895244,0.9146785083895244,0.9193813371187552,0.9183676243908678,0.9146785083895244
half_life_365d,4,0,4,0.9177498688162841,0.9146936536850079,0.9146936536850079,0.9198695481074741,0.9186864046563702,0.9146936536850079
half_life_365d,4,1,0,0.9146813271198129,0.9133455860793168,0.9133455860793168,0.9157222402220648,0.9149761550580569,0.9133455860793168
half_life_365d,4,1,1,0.9164036257289121,0.9143026930273969,0.9143026930273969,0.9179669974840827,0.9169411866752565,0.9143026930273969
half_life_365d,4,1,2,0.9173007111684658,0.9147225811993814,0.9147225811993814,0.9192105199785676,0.9179690323274484,0.9147225811993814
half_life_365d,4,1,3,0.917767272023517,0.9148603882429857,0.9148603882429857,0.919912029808757,0.9185293980188084,0.9148603882429857
half_life_365d,4,1,4,0.9180100844004234,0.9148788957940666,0.9148788957940666,0.9203188917312718,0.9188324656759319,0.9148788957940666
half_life_365d,4,2,0,0.9153770608178288,0.9137227039368561,0.9137227039368561,0.9168409886178719,0.9155674898987581,0.9137227039368561
half_life_365d,4,2,1,0.9167156072335878,0.9144443924119404,0.9144443924119404,0.9185757534799593,0.9171266758088639,0.9144443924119404
half_life_365d,4,2,2,0.9174679247949262,0.9148084095888864,0.9148084095888864,0.9195937562243961,0.918001608571496,0.9148084095888864
half_life_365d,4,2,3,0.917883800453918,0.9149448232653064,0.9149448232653064,0.9201882668593635,0.9185183112370842,0.9149448232653064
half_life_365d,4,2,4,0.9181159884341364,0.9149737053437934,0.9149737053437934,0.9205665956631524,0.9188076642954636,0.9149737053437934
half_life_365d,4,3,0,0.9157227716650015,0.9138832137783902,0.9138832137783902,0.9174664701937445,0.9158186310228698,0.9138832137783902
half_life_365d,4,3,1,0.9168405432545139,0.9144986731509532,0.9144986731509532,0.9189048700734052,0.9171180865391833,0.9144986731509532
half_life_365d,4,3,2,0.9175076178273193,0.914810181588458,0.914810181588458,0.9198115067411508,0.9179011651523492,0.914810181588458
half_life_365d,4,3,3,0.9179081663670937,0.914957848219422,0.914957848219422,0.9203575895085631,0.9184090613732963,0.914957848219422
half_life_365d,4,3,4,0.9181324382469717,0.9149951359369024,0.9149951359369024,0.9206956094525771,0.9187065693514357,0.9149951359369024
half_life_365d,4,4,0,0.9159011094745656,0.9139729950900163,0.9139729950900163,0.9178477985787369,0.9158825347549433,0.9139729950900163
half_life_365d,4,4,1,0.9168738810127574,0.9145009297999803,0.9145009297999803,0.9190842301904478,0.9170364830478438,0.9145009297999803
half_life_365d,4,4,2,0.9174845933287075,0.914781769014131,0.914781769014131,0.9198991093512061,0.9177729016207854,0.914781769014131
half_life_365d,4,4,3,0.9178730152930447,0.9149384925317942,0.9149384925317942,0.9204227217576605,0.918257831589679,0.9149384925317942
half_life_365d,4,4,4,0.9181150781607896,0.9150054801737176,0.9150054801737176,0.9207642500457675,0.9185755042628839,0.9150054801737176
half_life_180d,0,1,1,0.9169678806004032,0.9139649832287056,0.9139649832287056,0.9207034316820049,0.9162352268904993,0.9139649832287056
half_life_180d,0,1,2,0.9162374612545726,0.9131377017535103,0.9131377017535103,0.920084256646118,0.9154904253640894,0.9131377017535103
half_life_180d,0,1,3,0.9156659045597868,0.9125707679076763,0.9125707679076763,0.9195546980733912,0.9148722476982929,0.9125707679076763
half_life_180d,0,1,4,0.9152444487468814,0.9121536361794698,0.9121536361794698,0.919168568238628,0.9144111418225462,0.9121536361794698
half_life_180d,0,2,1,0.9171028825503001,0.9142860180570693,0.9142860180570693,0.9207167231124961,0.9163059064813349,0.9142860180570693
half_life_180d,0,2,2,0.9169678806004032,0.9139649832287056,0.9139649832287056,0.9207034316820049,0.9162352268904993,0.9139649832287056
half_life_180d,0,2,3,0.9165996864387544,0.9135287684281898,0.9135287684281898,0.9203996790384518,0.9158706118496218,0.9135287684281898
half_life_180d,0,2,4,0.9162374612545726,0.9131377017535103,0.9131377017535103,0.920084256646118,0.9154904253640894,0.9131377017535103
half_life_180d,0,3,1,0.9169308938813869,0.9142386587180925,0.9142386587180925,0.9204731422798667,0.9160808806462015,0.9142386587180925
half_life_180d,0,3,2,0.9171155340177647,0.9142144868265009,0.9142144868265009,0.9207784954066767,0.9163536198201168,0.9142144868265009
half_life_180d,0,3,3,0.9169676408651483,0.9139647257586825,0.9139647257586825,0.9207032196974675,0.916234977139295,0.9139647257586825
half_life_180d,0,3,4,0.9167309911726752,0.9136778587169293,0.9136778587169293,0.9205144368677401,0.916000677933356,0.9136778587169293
half_life_180d,0,4,1,0.9167682263998068,0.9141753816735626,0.9141753816735626,0.9202627794242382,0.9158665181016199,0.9141753816735626
half_life_180d,0,4,2,0.9171028825503001,0.9142860180570693,0.9142860180570693,0.9207167231124961,0.9163059064813349,0.9142860180570693
half_life_180d,0,4,3,0.9170913914234508,0.9141533301233384,0.9141533301233384,0.9207780396399213,0.9163428045070927,0.9141533301233384
half_life_180d,0,4,4,0.9169678806004032,0.9139649832287056,0.9139649832287056,0.9207034316820049,0.9162352268904993,0.9139649832287056
half_life_180d,1,0,1,0.9157959093649403,0.9136805242889345,0.9136805242889345,0.9179919480641276,0.9157152557417585,0.9136805242889345
half_life_180d,1,0,2,0.9155799301811345,0.9131058511971083,0.9131058511971083,0.9184979869524366,0.9151359523938587,0.9131058511971083
half_life_180d,1,0,3,0.9152215148114213,0.9125914260907156,0.9125914260907156,0.918447842010129,0.9146252763334195,0.9125914260907156
half_life_180d,1,0,4,0.9149176772863467,0.9121851686846663,0.9121851686846663,0.9183382036074172,0.9142296595669566,0.9121851686846663
half_life_180d,1,1,0,0.9154256817631369,0.9135380373490257,0.9135380373490257,0.9171571953529938,0.9155818125873912,0.9135380373490257
half_life_180d,1,1,1,0.916923541854091,0.9144496175388823,0.9144496175388823,0.9195261755538923,0.9167948324694981,0.9144496175388823
half_life_180d,1,1,2,0.9167855814357581,0.9141063039808622,0.9141063039808622,0.9198205160839875,0.9164299242424243,0.9141063039808622
half_life_180d,1,1,3,0.9164281250686649,0.9136527023811312,0.9136527023811312,0.91969293319019,0.9159387396346735,0.9136527023811312
half_life_180d,1,1,4,0.9160874204587709,0.9132513823414096,0.9132513823414096,0.9195048605086628,0.9155060185262403,0.9132513823414096
half_life_180d,1,2,0,0.9158400456611607,0.9137354108397667,0.9137354108397667,0.9181745939414989,0.9156101322022165,0.9137354108397667
half_life_180d,1,2,1,0.9170264300972802,0.9145088810801091,0.9145088810801091,0.919810997978261,0.9167594112334705,0.9145088810801091
half_life_180d,1,2,2,0.9171337126281637,0.9144175398030481,0.9144175398030481,0.9202215590309524,0.9167620390504903,0.9144175398030481
half_life_180d,1,2,3,0.9169350251436329,0.9141158000811302,0.9141158000811302,0.9202214106417763,0.9164678647079918,0.9141158000811302
half_life_180d,1,2,4,0.916680745080218,0.9137949167057213,0.9137949167057213,0.9200908175675487,0.9161565009673842,0.9137949167057213
half_life_180d,1,3,0,0.9159138967709648,0.9137473301873122,0.9137473301873122,0.9185309187503121,0.9154634413752699,0.9137473301873122
half_life_180d,1,3,1,0.9169277437969732,0.9144253244849266,0.9144253244849266,0.9198330337709175,0.9165248731350754,0.9144253244849266
half_life_180d,1,3,2,0.9171947756216752,0.9144907521614154,0.9144907521614154,0.9203306886707747,0.9167628860328355,0.9144907521614154
half_life_180d,1,3,3,0.9171418034854973,0.9143311813282011,0.9143311813282011,0.920430798368533,0.9166634307597581,0.9143311813282011
half_life_180d,1,3,4,0.9169833844607491,0.9141030174517423,0.9141030174517423,0.92038388619042,0.9164632497400851,0.9141030174517423
half_life_180d,1,4,0,0.9159046295222626,0.9137219769626729,0.9137219769626729,0.9186890168182597,0.9153028947858552,0.9137219769626729
half_life_180d,1,4,1,0.9168125430286297,0.9143321203365212,0.9143321203365212,0.9197939014253247,0.9163116073240432,0.9143321203365212
half_life_180d,1,4,2,0.917144287525344,0.9144749859088172,0.9144749859088172,0.9203070311964077,0.9166508454708074,0.9144749859088172
half_life_180d,1,4,3,0.9172073150589162,0.9144244309124931,0.9144244309124931,0.920497011738771,0.9167005025254843,0.9144244309124931
half_life_180d,1,4,4,0.9171257519412929,0.9142682223348764,0.9142682223348764,0.9205202240456096,0.9165888094433927,0.9142682223348764
half_life_180d,2,0,1,0.9152751984106994,0.9135765669807356,0.9135765669807356,0.9166915501182746,0.9155574781330877,0.9135765669807356
half_life_180d,2,0,2,0.9157959093649403,0.9136805242889345,0.9136805242889345,0.9179919480641276,0.9157152557417585,0.9136805242889345
half_life_180d,2,0,3,0.9157494548990198,0.9134181774805692,0.9134181774805692,0.9183911997417521,0.9154389874747383,0.9134181774805692
half_life_180d,2,0,4,0.9155799301811345,0.9131058511971083,0.9131058511971083,0.9184979869524366,0.9151359523938587,0.9131058511971083
half_life_180d,2,1,0,0.9146658917942149,0.9131054574194258,0.9131054574194258,0.9157224840042828,0.9151697339589362,0.9131054574194258
half_life_180d,2,1,1,0.9162951315566629,0.9141789559632966,0.9141789559632966,0.9182495304754482,0.9164569082312437,0.9141789559632966
half_life_180d,2,1,2,0.9166066406686463,0.9142378863080227,0.9142378863080227,0.919063254320478,0.9165187813774383,0.9142378863080227
half_life_180d,2,1,3,0.9165423877348609,0.9140287903585775,0.9140287903585775,0.9193104918863766,0.9162878809596284,0.9140287903585775
half_life_180d,2,1,4,0.9163535031667095,0.9137441648205562,0.9137441648205562,0.9193368521635948,0.9159794925159771,0.9137441648205562
half_life_180d,2,2,0,0.9154256817631369,0.9135380373490257,0.9135380373490257,0.9171571953529938,0.9155818125873912,0.9135380373490257
half_life_180d,2,2,1,0.9166025971238794,0.9143255472782814,0.9143255472782814,0.9188698820255173,0.9166123620678392,0.9143255472782814
half_life_180d,2,2,2,0.916923541854091,0.9144496175388823,0.9144496175388823,0.9195261755538923,0.9167948324694981,0.9144496175388823
half_life_180d,2,2,3,0.916914405053093,0.9143182926817448,0.9143182926817448,0.9197711342860144,0.9166537881915198,0.9143182926817448
half_life_180d,2,2,4,0.9167855814357581,0.9141063039808622,0.9141063039808622,0.9198205160839875,0.9164299242424243,0.9141063039808622
half_life_180d,2,3,0,0.9157228422642473,0.9136911562863639,0.9136911562863639,0.9178144322125598,0.915662938293818,0.9136911562863639
half_life_180d,2,3,1,0.9166733431428701,0.9143478865891195,0.9143478865891195,0.9191168652099713,0.9165552776295197,0.9143478865891195
half_life_180d,2,3,2,0.9170156979341847,0.914510001831975,0.914510001831975,0.9197188588991067,0.9168182330714725,0.914510001831975
half_life_180d,2,3,3,0.9170840453850654,0.9144508443078164,0.9144508443078164,0.9199922235592324,0.9168090682881471,0.9144508443078164
half_life_180d,2,3,4,0.9170062699562337,0.9143014965490536,0.9143014965490536,0.920074144983687,0.9166431683359604,0.9143014965490536
half_life_180d,2,4,0,0.9158400456611607,0.9137354108397667,0.9137354108397667,0.9181745939414989,0.9156101322022165,0.9137354108397667
half_life_180d,2,4,1,0.9166656750371681,0.9143244265264155,0.9143244265264155,0.9192490375690021,0.9164235610160869,0.9143244265264155
half_life_180d,2,4,2,0.9170264300972802,0.9145088810801091,0.9145088810801091,0.919810997978261,0.9167594112334705,0.9145088810801091
half_life_180d,2,4,3,0.9171437254080067,0.914512697694571,0.914512697694571,0.9200973678897524,0.9168211106396966,0.914512697694571
half_life_180d,2,4,4,0.9171337126281637,0.9144175398030481,0.9144175398030481,0.9202215590309524,0.9167620390504903,0.9144175398030481
half_life_180d,3,0,1,0.91473573899455,0.9132750392929547,0.9132750392929547,0.9157247204411516,0.9152074572495434,0.9132750392929547
half_life_180d,3,0,2,0.9155588205427323,0.9136784039475668,0.9136784039475668,0.9172905442262069,0.9157075134544231,0.9136784039475668
half_life_180d,3,0,3,0.9157959529559753,0.9136808574854351,0.9136808574854351,0.9179917890757245,0.9157152123067664,0.9136808574854351
half_life_180d,3,0,4,0.9157858085096624,0.9135111241589515,0.9135111241589515,0.9183069464873865,0.9155393548826491,0.9135111241589515
half_life_180d,3,1,0,0.9141501358683315,0.9127715339446055,0.9127715339446055,0.9148602898947904,0.9148185837655984,0.9127715339446055
half_life_180d,3,1,1,0.9157230143847884,0.9138575122119545,0.9138575122119545,0.9172505109463305,0.9160610199960805,0.9138575122119545
half_life_180d,3,1,2,0.9162698845783467,0.9141336866750964,0.9141336866750964,0.9183019436523053,0.9163740234076384,0.9141336866750964
half_life_180d,3,1,3,0.9164144234682045,0.9141057284596337,0.9141057284596337,0.9188025557364583,0.9163349862085213,0.9141057284596337
half_life_180d,3,1,4,0.9163900798823702,0.9139698751591467,0.9139698751591467,0.9190232210406015,0.9161771434473623,0.9139698751591467
half_life_180d,3,2,0,0.9150163542713887,0.9133055873539447,0.9133055873539447,0.9163501490208901,0.9153933264393315,0.9133055873539447
half_life_180d,3,2,1,0.9161446936220087,0.9140711366047495,0.9140711366047495,0.9180193470655785,0.9163435971956979,0.9140711366047495
half_life_180d,3,2,2,0.916618511799701,0.9143379058393959,0.9143379058393959,0.9188624731659374,0.9166551563937698,0.9143379058393959
half_life_180d,3,2,3,0.9167486488889266,0.9143394052236489,0.9143394052236489,0.9192582694956031,0.9166482719475277,0.9143394052236489
half_life_180d,3,2,4,0.9167352925686684,0.9142292989254837,0.9142292989254837,0.9194516947866982,0.9165248839938233,0.9142292989254837
half_life_180d,3,3,0,0.9154257806808418,0.913538113075503,0.913538113075503,0.9171574815321192,0.9155817474349032,0.913538113075503
half_life_180d,3,3,1,0.916341974369927,0.914173049298058,0.914173049298058,0.918440030379928,0.9164128434317953,0.914173049298058
half_life_180d,3,3,2,0.9167689791466787,0.9144203719733036,0.9144203719733036,0.9191605340246629,0.9167260314420697,0.9144203719733036
half_life_180d,3,3,3,0.9169233971655576,0.9144497235559506,0.9144497235559506,0.9195260589623968,0.9167944089783256,0.9144497235559506
half_life_180d,3,3,4,0.9169337588019569,0.9143822058286852,0.9143822058286852,0.9197103371207055,0.9167087334564802,0.9143822058286852
half_life_180d,3,4,0,0.9156517485040966,0.9136606385159647,0.9136606385159647,0.9176401385259596,0.9156544684703655,0.9136606385159647
half_life_180d,3,4,1,0.9164222859764374,0.9142036882308211,0.9142036882308211,0.9186868333775251,0.9163763363209659,0.9142036882308211
half_life_180d,3,4,2,0.9168219016976962,0.9144357141576285,0.9144357141576285,0.9193169574147655,0.9167130335206944,0.9144357141576285
